path,sha256,bytes
07_PREDICTION_PARQUETS\phase20\HA_h6_seed2024.parquet,94d16a820f881c9dda79a96c7a327ac5effe3d0d136d5c9eaa0f688751e1bddc,451778
07_PREDICTION_PARQUETS\phase20\HA_h6_seed2025.parquet,0e915d919b07f4299f4d2200b4ae054e3b6cc1cc7b6df5eeff4b43292dd3bebc,451778
07_PREDICTION_PARQUETS\phase20\HA_h6_seed2026.parquet,edf975e186b2741aee615a54e8aa4cb837331ea009ef944fee2eeeec05fe4ba4,451778
07_PREDICTION_PARQUETS\phase20\HA_h6_seed3407.parquet,6fcb56bf622d79c9961af91c9d119b0f7ece67f5bcfdcfeb3088e4464bf2f553,451778
07_PREDICTION_PARQUETS\phase20\HA_h6_seed42.parquet,1299d40cafa41401cf30c69be528bfa133df76ed452ad7a477da7c8c699c8cc0,451778
07_PREDICTION_PARQUETS\phase20\Persistence_h1_seed2024.parquet,32f38d44242df5883f513d329059ba344873ecefe3c950155fa4b2a99eecd28d,524855
07_PREDICTION_PARQUETS\phase20\Persistence_h1_seed2025.parquet,f70d49d87c87b2ec7b93d1ea2fbe0de6a9623c1ed671b1e0e3856f85f62bebb7,524855
07_PREDICTION_PARQUETS\phase20\Persistence_h1_seed2026.parquet,88c45f45fdb1f3986c4b6a17541130f97a9226dbc20e4d80c27db2d01fe5fe4d,524855
07_PREDICTION_PARQUETS\phase20\Persistence_h1_seed3407.parquet,00a572192744329dc7df54be8a0271b6b530ec262ed4b33e13b184990dae9db0,524855
07_PREDICTION_PARQUETS\phase20\Persistence_h1_seed42.parquet,ca7de715d199d34f1f66163be6a5cc042e33a6491c65c52d4a895d8be44bf10c,524855
07_PREDICTION_PARQUETS\phase20\Persistence_h3_seed2024.parquet,66b08101a81a31584adb84d591cb9bf08016e91e145efe297ebdb6dc61922e10,541347
07_PREDICTION_PARQUETS\phase20\Persistence_h3_seed2025.parquet,9ef9940b1e0921c8ecf7f51afce333f45a05afaede01d98be3fa6d3518b3a0f7,541347
07_PREDICTION_PARQUETS\phase20\Persistence_h3_seed2026.parquet,9a00f8beb4d09acde4918880b7a784b9c0d3b2999ab070f635f07cd54fb617e6,541347
07_PREDICTION_PARQUETS\phase20\Persistence_h3_seed3407.parquet,32d3a19fc3f45167b88cf460e707b0800c443c0a49c44253d17fb0cdd79c76b1,541347
07_PREDICTION_PARQUETS\phase20\Persistence_h3_seed42.parquet,88c3b4b0c21ff2ccc792bff5ef6d10fb6b1e70b16d86233b402febd64c91e2c7,541347
07_PREDICTION_PARQUETS\phase20\Persistence_h6_seed2024.parquet,da6d7b3fd471d103bb1249dfd6ea9b18657e544590d287e25b1817464c20cd75,542378
07_PREDICTION_PARQUETS\phase20\Persistence_h6_seed2025.parquet,d908f7b2cefc40bcee78714ebfcc79522cc7b5c215ca07eabead7f5ceab2a4c7,542378
07_PREDICTION_PARQUETS\phase20\Persistence_h6_seed2026.parquet,5dd505294c909460f6b76a421066517b2d031f372f3bc55425cc8abe49d34330,542378
07_PREDICTION_PARQUETS\phase20\Persistence_h6_seed3407.parquet,5ad4d65a23fdce858d70d1f9e40eaed09105fcb1d2807b5ecf90ea97b423526f,542378
07_PREDICTION_PARQUETS\phase20\Persistence_h6_seed42.parquet,54dfd508be74f4e0d2b096bdb6d3610d5e004f07ddb7ee9fd959f59fe4044e42,542378
07_PREDICTION_PARQUETS\phase20\Proposed_h1_seed2024.parquet,fba5dddf7466ec0ab75b8105d90231b84107849f251f7f7b4e6a22b32915f7c3,591550
07_PREDICTION_PARQUETS\phase20\Proposed_h1_seed2025.parquet,1bf650fef1105ebdeb8066c0c916c54b188b5b59ed3e13811805099fc3529a26,591174
07_PREDICTION_PARQUETS\phase20\Proposed_h1_seed2026.parquet,bc30e599706f7df90e5c32114007dd4dff62166b02a5aa31d6008af0d2f86846,591238
07_PREDICTION_PARQUETS\phase20\Proposed_h1_seed3407.parquet,2b5ab66d17902e9308d2bf184cef4d25c9ab65c08f7001463aa58be001d8539d,591410
07_PREDICTION_PARQUETS\phase20\Proposed_h1_seed42.parquet,c4977c66e68e69e251ed51d5faeec5cdf49367b258fea1c088e65d4144090a6f,591378
07_PREDICTION_PARQUETS\phase20\Proposed_h3_seed2024.parquet,b3e546a7a2ce4d6538384e47ec411fa6eb24a7ff243ce225bf1b94536bfe08b4,589180
07_PREDICTION_PARQUETS\phase20\Proposed_h3_seed2025.parquet,5fb7440de82fe40709fc1582d209920279f2380d4031ebe847003ae46c1d5b15,589316
07_PREDICTION_PARQUETS\phase20\Proposed_h3_seed2026.parquet,bde5a29483456a7ba44834c4eadab0e3c7bf8499462806d13eea5c4238cdf92b,589192
07_PREDICTION_PARQUETS\phase20\Proposed_h3_seed3407.parquet,06d9a84e83b2975dbb3ae726457a02a9df0597b01c3b269b44a9f20ee2cf6413,589116
07_PREDICTION_PARQUETS\phase20\Proposed_h3_seed42.parquet,1baca846117105bde37e0971ea6170e85a5c1b11af09a3b2f41a108c3348bbc1,589100
07_PREDICTION_PARQUETS\phase20\Proposed_h6_seed2024.parquet,a7ee48b887c01e8087a1327c8065359fbcf7656cef4b13266d0e31f0f36e7242,583084
07_PREDICTION_PARQUETS\phase20\Proposed_h6_seed2025.parquet,b7bf4df20b95a8887240fced5edec0630a4fcad6040bcaab62963a2bb227fbb7,583376
07_PREDICTION_PARQUETS\phase20\Proposed_h6_seed2026.parquet,2afef77897a4e5ec763ce165158057098c6dbe96d526a629e262358b0b25a039,583240
07_PREDICTION_PARQUETS\phase20\Proposed_h6_seed3407.parquet,450cb46486df59d7c91781c738709ae35b4c0c77e54bd496d61d6428e0cc2c53,583276
07_PREDICTION_PARQUETS\phase20\Proposed_h6_seed42.parquet,07961cb982a9221fcfd9bab36fed996cdf99cf29a40dcbcc29e35c59ca5e1049,583124
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h1_seed2024.parquet,66e5e0c0d26a5ddfab5f111073827c88c55a8cceb67605582e373ca2a923c539,591299
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h1_seed2025.parquet,c9ae6af9bed16d04d0857e8e0dba04b69ea00b482882f8ca3ef77c80a536c44e,591235
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h1_seed2026.parquet,89f1ba41983b8d9affdd7a6ad4f85034a553e26ca4191b3c75a1388b16cbc9ef,591507
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h1_seed3407.parquet,88127f8f25983a8996442fee89cbbb2b9ed8da45c837b420cc2f954e57fa6901,592019
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h1_seed42.parquet,5a2dea8bcb5137c58cda1f5387e8d67215b10ad706be723214d7c20e9e0d9c19,591495
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h3_seed2024.parquet,56aee8f3de0f2723a4ddae080dd6f74aae363f77d650af2088294acf957b69de,589117
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h3_seed2025.parquet,2600b30d4656b58892883425998c0942076b9a0a5945d293d190b85457b2254c,589157
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h3_seed2026.parquet,17a6bffb9cf8b8de7cae383006f359f996ff7d1f7a860981004440378afa08dc,589341
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h3_seed3407.parquet,943145eec0730a54d96c9ca7fd75b4f950e03abd5021823ea75534942d9ad69b,589381
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h3_seed42.parquet,cfe7f1e281b033504aec6a55427fc5724f52504700a1e46253ca4cf7ec0bae4f,589677
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h6_seed2024.parquet,70bcf4105b76325f9e0b8f0bf282f3520388f67bf9615b2928f306c2d27d6525,583107
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h6_seed2025.parquet,9781998d9b651e9362676eed4144bf6f1f9a9becbeaff9a6151e632d4460ddf0,583075
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h6_seed2026.parquet,24293b150412f8e050fff3c12e7cacf757beee018b10de5b67dcf9eaacff2157,583275
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h6_seed3407.parquet,629658b4159f50a30f47d08f1b2ed82a413058d57233b948bf5a695cf6549903,583459
07_PREDICTION_PARQUETS\phase20\ST-Transformer-lite_h6_seed42.parquet,9d9420e00fb9a35dcb66df71522d983ac8f458c0678e3fa5dbe01e0d4bbed112,583363
07_PREDICTION_PARQUETS\phase20\TCN_h1_seed2024.parquet,d29f03792094346ebc0ac944ad10da2e2b15e8b840b33cf8afd7d8141af3ac91,591515
07_PREDICTION_PARQUETS\phase20\TCN_h1_seed2025.parquet,b500f7b76340b632e6fe38bbeb83fb02a7a03d052709ce080172ff0aada37fa9,591139
07_PREDICTION_PARQUETS\phase20\TCN_h1_seed2026.parquet,8b1550955cd6645c60710552f8e799058e19a5895b171eccd0ed38ae8bc87c3a,591203
07_PREDICTION_PARQUETS\phase20\TCN_h1_seed3407.parquet,574be7ae2311a3bb84e6e2777f5504c61bf195d0ac6a909a7524d6dc444b0194,591375
07_PREDICTION_PARQUETS\phase20\TCN_h1_seed42.parquet,876cb09370ef945d67b3bbe907ae1f299a06118096d9f2eba6c8c711575aa765,591343
07_PREDICTION_PARQUETS\phase20\TCN_h3_seed2024.parquet,fd7fcac64a5f116e313c3abdcc4a87f0319b5db058f4c724d14ad66732e30001,589145
07_PREDICTION_PARQUETS\phase20\TCN_h3_seed2025.parquet,358ebaba3a4c0e50ddb6982b18230d8343e3a78f1e629607b4787e22bf62e393,589281
07_PREDICTION_PARQUETS\phase20\TCN_h3_seed2026.parquet,5542b219dcf5a4693c3ea6ce0725d0b0413f392d27b6fcd3c9e06fe90a19d6f4,589157
07_PREDICTION_PARQUETS\phase20\TCN_h3_seed3407.parquet,bfff803114d7dcd87aa564f0b950d6d1f54a53b8de13acf8a0028b41c3038ef1,589081
07_PREDICTION_PARQUETS\phase20\TCN_h3_seed42.parquet,d707823dc276d16104807f5cf73e0de55a621b0d1999675008d900a1e310dd36,589065
07_PREDICTION_PARQUETS\phase20\TCN_h6_seed2024.parquet,b3fb414b3599582b1fcc4617d45e3c1dc7b054d9f6570fe1f9478cc719fa32e3,583059
07_PREDICTION_PARQUETS\phase20\TCN_h6_seed2025.parquet,5510753e91eb2408ac0e97af796dcddafe572dd7cdf1a6802ae4629e646f4508,583351
07_PREDICTION_PARQUETS\phase20\TCN_h6_seed2026.parquet,6fb93c7faa9ca1d24b67d0bfd3466b1cf756564ca4b2c219b680d0bcd556c7ab,583215
07_PREDICTION_PARQUETS\phase20\TCN_h6_seed3407.parquet,21790f35e901251fa335211a3fc4b650cefba62909ace6cb9c64e475237ef18a,583251
07_PREDICTION_PARQUETS\phase20\TCN_h6_seed42.parquet,5b7f40c10af74814084bf553a33234191147732d9b3f15b11434117e4a8f2c98,583099
08_STATISTICAL_TESTS\phase14_feature_ablation_statistical_tests.csv,298c455135dcf5155707740d0657a258d48afda77fee131a6227abedf4d1ddaf,2826
08_STATISTICAL_TESTS\phase14_final_effect_size_summary.csv,372150cb2714e078552ce8b6d915e465aeb6e6a15169940a20840ec11f906c4e,15666
08_STATISTICAL_TESTS\phase14_final_mean_std_summary.csv,0acbd7867304a5d1c31cd6dcebb86a3736a97512ccd46490a131a1af9b51510b,3038
08_STATISTICAL_TESTS\phase14_main_model_statistical_tests.csv,c1bcb6f83081c1c072f19523c90cc5532e1b844d2d0c7f82f0afd3bc5ba513a3,4582
08_STATISTICAL_TESTS\phase14_robustness_statistical_tests.csv,15e62d03fff1c2fb932b00c775fc1ebbf75a1e4ba4aaeb4f7f98a8547572f25a,6023
08_STATISTICAL_TESTS\phase14_stratified_statistical_tests.csv,9ab89df5b92d5fe81715dd65312b7ba85500222e92d58b13fd81f9f91a40432f,1846
08_STATISTICAL_TESTS\statistical_test_inventory.csv,40ea34cc50c5a1ebb4659a299f09d6abc5fd25b4ad7de3867bbb15bf0ba2ad37,5433
08_STATISTICAL_TESTS\statistical_test_readiness_report.md,e02eabbf006f16390f68b0cbf03d5a2a54ad1b0eb3dbe66f26811a3e74c41f1d,241
08_STATISTICAL_TESTS\statistical_test_summary.csv,109d7b5b69331a4b1244d8952366d691d298b8aeb4aa2791b9d14d6a04524b52,378
08_STATISTICAL_TESTS\table3_corrected_pvalue_and_effect_size_check.csv,363437bccd3ee7317add9080f3a42084bbfe6ab0fbb11a3e437eb2d3680b302a,68
09_SUPPLEMENTARY_DATA\metr_la_mini\FigS1_metr_la_mini_sanity.csv,e3c25b701187d0c278256c11d2116e5690f13d8e53a4d68760c895e01b980bee,1322
09_SUPPLEMENTARY_DATA\metr_la_mini\phase20_metr_la_mini_sanity_report.md,b7409f54b12cf59a17551584b8bb6102a79ea72248d320a33a52a0ca0fda0bcf,2127
09_SUPPLEMENTARY_DATA\metr_la_mini\phase20_metr_la_mini_validation_report.md,cbf64d4659dd23d1ae33c897c11320b014b3e81fffa060300e7878e82cab6430,55830
09_SUPPLEMENTARY_DATA\metr_la_mini\TableS1_metr_la_mini_results.csv,0266fa9e7846ac41a099c983cab96998109d77f92697050a8d3a5005dfb7ec35,27309
09_SUPPLEMENTARY_DATA\metr_la_mini_summary.csv,3b4e8f05381a54dcb064279eaf0fb64913f25e7919e694bfc1809a814207095d,735
09_SUPPLEMENTARY_DATA\metr_la_mini_warning_notes.md,a8b7c995b5fc0ae479fa886b0a828a37f80f109bf600d79cde385f283b968265,358
09_SUPPLEMENTARY_DATA\supplementary_file_inventory.csv,27b2d2be1d66978d1ddede29dc56b9a5dcd38a312211e1b82195bd7c48064924,1096
09_SUPPLEMENTARY_DATA\supplementary_usage_notes.md,28fa4fd239042b321acccbc877d3cf36319b74ce2bcf9807e3754aef6ffff149,172
10_CONFIGS_ENVIRONMENT_LOGS\config_inventory.csv,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,2
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase10_public_benchmark_sanity.yaml,eafcc1997b6914a817acc83fd32c37c8a6b5010cf7b350aef274fa5663631d07,994
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase13_strong_baselines.yaml,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,1644
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase14_final_statistical_tests.yaml,4af7210ddcdd29f3329e5b32184c095ad3281f78d4cf576a8958a222d7cd01fa,653
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase15_feature_ablation.yaml,26af76169862fc7dec9dbe9146a2a39f74ff7aa9f4e8fea2b384a7405a7508bb,1778
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase16_robustness.yaml,eaa3fcbaef80daa36cb2782192557681656c80fdc907db20cc85c55f3126e5d6,1423
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase17_stratified_evaluation.yaml,a61026ab66e882aa31d5895db347e8aeaeed7bbba2df3d61d05dfd4ed1575f20,680
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase1_data_audit.yaml,787a0ae794e26ee7b439ae752dd7aeec02db89ed0497fbc402a1076685d8fa54,959
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase20_metr_la_mini_sanity.yaml,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,1314
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase2_window_construction.yaml,a9c2561ed0141ab6971de82a23e7afff219733c8ec296f547f521991f4a5441a,791
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase3_baselines.yaml,cb619fd46555dabb10879d3df31e88dd401548dac5d1c279f57703237ec532da,1278
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase4_deep_smoke_test.yaml,7d8bca5f770f2b71dbfae6d00a559cb44621e8037bf5efdd2c9ef8817e206499,1239
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase5_controlled_deep_training.yaml,15829c4dda1721efd7d774fbe67014ea43530fa8a99609d038558a5e02a13c3c,1415
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase6_reliability_ablation.yaml,69ac167aac2358fc7372690c90f596289bcb1c5ef0f39c7a7f7ceab84770df59,1682
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase7_history_sensitivity.yaml,1d3f5a53f2dec8515718cc40e00fc251dd471419986122c19344efedfa41115d,1305
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase8_robustness_diagnosis.yaml,9ea68f36c351c1e6f55224b13c87dc70270f7f787261625389a92dcfe1a50a78,1225
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase8_small_sample_training.yaml,61eff6d46fe364083151b396d9cc0cf50626456dcf9e3515878225562e90e02b,1177
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase9_repeated_seed_stability.yaml,89cb09f9a1fb3cc68658bdd2f6141702b852db386dba18b593f52798691e2f13,1244
10_CONFIGS_ENVIRONMENT_LOGS\configs\phase9b_five_seed_extension.yaml,523d3df21c13034f9fbccfc4c5e5c0c9d9d4bd59ed663b79be01a27c0660caa2,1496
10_CONFIGS_ENVIRONMENT_LOGS\environment_inventory.csv,b2f6344aae99e98e1051f9a3e1ce0d5ae22f0cd63ad6886b6d07c4367ae30668,300
10_CONFIGS_ENVIRONMENT_LOGS\log_inventory.csv,52bc7e0c072afa8e54b75a08adbbd9e51157fd848f57b903a650f82c6096f335,5385
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase10_public_benchmark_sanity.log,ce2188f06f90dc1a118d6e54d40704e2b942aa5ab58dee65f345fd1457852f61,7958
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase10_public_benchmark_sanity_console.log,f1593d310c2509e6000b376ad7b844a348891b73078f648a4425740a11c1193b,15918
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase12a_prepare_plot_data.log,038ebfd270ffcb9ed34c8d451bc470cb513f81d53404887d29730947bbdb3797,4353
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase12a_prepare_plot_data_console.log,a7dd3678d67df3cf060f6c2f539e67401119720eddbe3b4745c0579ade7a9b1c,3200
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase13_strong_baselines_full.log,e76eef3632173c33387dd3293987e87349d2b3a2544453c81706d20b9a462a8c,8204
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase13_strong_baselines_full_console.log,c5b3327dc8f0757df934a35bfe4caa28add516157a50813f901e675484e07153,1636
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase13_strong_baselines_smoke.log,b6e6528cd07a4cee4c77b7efc43a0a67a1f850d31c02b910eabea8eddcbf470c,17512
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase13_strong_baselines_smoke_console.log,993044d647ea7016f3614bdef22df85afe91c650a572a33a1279c0c05804e291,17118
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase15_feature_ablation_full.log,179ea118dda16af54706db6fe5b18bb2d1d5c210571d89bffc83e8dbcb51ca63,20085
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase15_feature_ablation_full_console.log,81cca763840af793c8e50417279f7b79d6482eaff38f4818c834f6162b7f2084,40452
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase15_feature_ablation_smoke.log,4a9c2afab33958b8ac692be7f2c3a1c6a5f70fd569ffb7c9ccb1982780de1980,13620
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase15_feature_ablation_smoke_console.log,a653191faa3eb266ec74bd86af286177a71102e80eb1b5d3d8e37f816f64a2b1,18130
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase16_robustness_full.log,87794bf88cf4f7fcd9801ebfcf8150562aaa01ba26d2ce6f4934cafc4021689b,8425
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase16_robustness_full_console.log,061bcd8215aac21146b6e379505dbf06b6eb39921e46c75cea4cdb55e18675c0,17552
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase16_robustness_smoke.log,46181fc67ad85311e02c3c887d48ac6180d831b6062ea55a966d45e2477e86dc,25278
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase16_robustness_smoke_console.log,7753bdd44e1181d9e2f90024ab39cf4ac9c848612c33a73e5be38add57c8a120,17538
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase17_stratified_evaluation.log,594ad0e6a078704f6119b2edf524424316519418963f75dc00237d708c3eb48d,142
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase1_data_audit.log,579f448a210a20f25d55880103f80d46d73d29405f3566d813acaafe0d5d00b9,2056
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase20_metr_la_mini_sanity_full.log,3d25dcf1eaae27b6bbbbdd55befebffffeae4bee383f95a86099212e3641b0ff,7402
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase20_metr_la_mini_sanity_smoke.log,b93dc1235ad2e8db5c98486a7151c0eaf91cb156f96ae49eb7ac433482c71dba,6581
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase2_window_construction.log,5a9fa2b3f368cf06ea158caeb5a34d9804fabe59c6be5a56111c4cf34ada5e55,5260
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase3_baseline.log,3702036f048a61bb3e4f1c11d07c2c834365e1ee9727eb835602951354d24e85,2712
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase3_baseline_console.log,3702036f048a61bb3e4f1c11d07c2c834365e1ee9727eb835602951354d24e85,2712
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase4_deep_smoke_test.log,822f4bc03b99f4fefaa54406e6aff68594b61b4eed2b967cf90a9a2b6585e961,3750
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase4_deep_smoke_test_console.log,a84a381923b53e9628c3b35a36caf91902b1b82895c68135ce319b86e2a9315f,6116
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase5_controlled_deep_training.log,fc69d9517375e91194b5c9e4ab65ca7aab11058bf4caf0b1b2679937f5104eee,38596
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase5_controlled_deep_training_console.log,7ad5b329d0a1d45bace625f93e7f759a4365c34773587b3ed8add94ee05e84f4,77194
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase6_reliability_ablation.log,fbb59da650149e24f0117df8fd3168d280c17f1080db1ea68b3839060b4b642c,110695
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase6_reliability_ablation_console.log,3aff0be730ec431f5a7be6f4af9abcd465a086b8c99fcf0e4a69af1851cb9265,110706
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase7_history_sensitivity.log,026628d9b7c76b81b7f131da7df58b427a4e49ec8a96cdcddca1b1621cba3bff,24281
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase7_history_sensitivity_console.log,a1d39be93115b89c080ca8a023ee70bfa212b629d8c0b7e9df86aae305390cd7,48564
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase8_robustness_diagnosis.log,f329d0c74559538ed782540e4c8f7903bc4ad07d10c4b11d8e266d25e2551ef9,4102
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase8_robustness_diagnosis_console.log,227d90379c63186c7c7622a071a8d806365a506e367d7160066f0abe1b65df0e,9588
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase8_small_sample_training.log,9214cace0374d5fc19f2395723a98e2667ab7b3606b47d541bf8e7afb7ed454e,207556
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase8_small_sample_training_20260625_164122.log,7ea97c8c3d6afe28da7e6914dbca262ab755013f1eee4cb1808cdb3e3e5ec903,415114
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase9_repeated_seed_stability.log,9124eeb1f97fd7a4a2b9501449b5a9aec9cc6204de7011e95027ec16637b937b,51387
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase9_repeated_seed_stability_console.log,392408a24b78ccdefd629d8d22bacd605893e2d45345ae62db563fb015b90b3e,51396
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase9b_five_seed_extension.log,7316fa8a68f1d097a46e77d8e30473927c1b102575b46fa318258b1e32b7f48c,21712
10_CONFIGS_ENVIRONMENT_LOGS\logs\phase9b_five_seed_extension_console.log,9a12ae37ea10107ed07ed9e7465c471db2a95e0abb2653740f5cdd8e6999b320,43426
10_CONFIGS_ENVIRONMENT_LOGS\reports\applied_intelligence_7fig4table_readiness_report.md,811792f84a4ad01ce362bd88e48a3c02a225601a897697737223ad5048f97ec5,7970
10_CONFIGS_ENVIRONMENT_LOGS\reports\experiment_master_summary.md,29bc6c4c9f6acb49fc6e15c3ac7b8d0b3a1bd61e004ef0a9b98d7328c45d2d14,1622
10_CONFIGS_ENVIRONMENT_LOGS\reports\figure7_recalculation_audit_report.md,39e296265736082c0f6cd5471786d5081afabc11fa0b026774cef24ad4b34506,4930
10_CONFIGS_ENVIRONMENT_LOGS\reports\final_figure_plan.md,1cbb0132e371554730e7667c2a77bdd9076c9a5ed10f67bdc32a3b195aef5bdf,3222
10_CONFIGS_ENVIRONMENT_LOGS\reports\final_results_section_outline.md,8938cffd2bf205bb9666a47ced604f34f4ef585e22751da60f7765afeb9c90b3,1448
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase10_benchmark_data_preparation_report.md,34956d5c6f524e7c8c141ea68236bf45a1e560cca94031b57300b86db5b98087,2299
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase10_public_benchmark_sanity_report.md,6aa25fd9ef87f9c3c74d9f47c026f70a4619cc29699acecf2d7f7957ce196433,5291
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase12a_plot_data_preparation_report.md,2d7337ef483b402d41158fe3b921bcb3b0316646ddfbc5b7259fdf87abfe5a0b,4915
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase13_experiment_gap_audit.md,2675e30a659136d11e254fcc702ea29b623f085c5661cc0e7a6ec8386565a9de,2773
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase13_full_validation_report.md,8fceae170e61002be8e750077ce1eab55349f12f571a59283432bf1d22cbcf13,83255
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase13A_full_validation_report.md,a646b3b1a02bda64554c0aa10e8bd40ee6c8c1c0eb8f9d0d928344aacd58dada,83395
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase14_final_statistical_tests_report.md,5ddf909dd08f13f5a72248fef2de68e1703a300ccc541e3804d50fa8a48a0c89,564
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase14_validation_report.md,79a6ca717da964171a617a79fbf5999959cf414cc2b77ce94c47dea900bb5ab9,2588
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase15_feature_ablation_report.md,8b1b8a2325dfc00078867bed882672e8e5b3f58ba4e31a185cb2e81570499266,3393
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase15_validation_report.md,fda74592aaaab7732ec48b97ff205866d225a45bab9170566929056d419a413f,56800
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase16_robustness_report.md,5d642324d03ca3ea21c9b432627eb1b42850fba7335a554961dc62203954922b,4089
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase16_validation_report.md,40a1970126a8680885ed57ac719ade38fd95e4556a3e40c15fd7d58fc2a82bf8,59588
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase17_stratified_evaluation_report.md,e32132eb6890c86e3ea2d999a78d2c9906b7d80f698bb243e1556f138d12f1f6,6554
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase17_validation_report.md,47dbaec3a2a3456b9e62c52f1a17a7835100ecf728351f9380e89b079f1baea6,1781
10_CONFIGS_ENVIRONMENT_LOGS\reports\phase18_figure_table_consistency_audit.md,86d5345da03a4ed4be3757c42d8095701d3ef2fe2a1377a6c65bacb5f53ffbf0,7759
